
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0637772;0.0637763;0.0637754;0.0637746;0.0637737;0.0637728;0.063772;0.0637711;0.0637702;0.0637694;0.0637685;0.0637676;0.0637668;0.0637659;0.0637651;0.0637642;0.0637633;0.0637624;0.0637616;0.0637607;0.0637598;0.063759;0.0637581;0.0637572;0.0637563;0.0637555;0.0637546;0.0637537;0.0637529;0.063752;0.0637511;0.0637502;0.0637494;0.0637485;0.0637476;0.0637467;0.0637458;0.063745;0.0637441;0.0637432;0.0637423;0.0637414;0.0637406;0.0637397;0.0637388;0.0637379;0.063737;0.0637361;0.0637353;0.0637344;0.0637335;0.0637326;0.0637317;0.0637308;0.0637299;0.0637291;0.0637282;0.0637273;0.0637264;0.0637255;0.0637246;0.0637237;0.0637228;0.0637219;0.063721;0.0637201;0.0637192;0.0637183;0.0637175;0.0637166;0.0637157;0.0637148;0.0637139;0.063713;0.0637121;0.0637112;0.0637103;0.0637094;0.0637085;0.0637076;0.0637067;0.0637058;0.0637049;0.063704;0.0637031;0.0637022;0.0637013;0.0637004;0.0636994;0.0636985;0.0636976;0.0636967;0.0636958;0.0636949;0.063694;0.0636931;0.0636922;0.0636913;0.0636904;0.0636894;0.0636885
0.129276;0.129275;0.129274;0.129274;0.129273;0.129272;0.129271;0.129271;0.12927;0.129269;0.129269;0.129268;0.129267;0.129266;0.129266;0.129265;0.129264;0.129263;0.129263;0.129262;0.129261;0.129261;0.12926;0.129259;0.129258;0.129258;0.129257;0.129256;0.129255;0.129255;0.129254;0.129253;0.129253;0.129252;0.129251;0.12925;0.12925;0.129249;0.129248;0.129247;0.129247;0.129246;0.129245;0.129244;0.129244;0.129243;0.129242;0.129242;0.129241;0.12924;0.129239;0.129239;0.129238;0.129237;0.129236;0.129236;0.129235;0.129234;0.129234;0.129233;0.129232;0.129231;0.129231;0.12923;0.129229;0.129228;0.129228;0.129227;0.129226;0.129225;0.129225;0.129224;0.129223;0.129223;0.129222;0.129221;0.12922;0.12922;0.129219;0.129218;0.129217;0.129217;0.129216;0.129215;0.129215;0.129214;0.129213;0.129212;0.129212;0.129211;0.12921;0.129209;0.129209;0.129208;0.129207;0.129207;0.129206;0.129205;0.129204;0.129204;0.129203
0.196238;0.196237;0.196237;0.196236;0.196235;0.196235;0.196234;0.196234;0.196233;0.196232;0.196232;0.196231;0.196231;0.19623;0.196229;0.196229;0.196228;0.196228;0.196227;0.196226;0.196226;0.196225;0.196225;0.196224;0.196223;0.196223;0.196222;0.196222;0.196221;0.19622;0.19622;0.196219;0.196219;0.196218;0.196217;0.196217;0.196216;0.196216;0.196215;0.196214;0.196214;0.196213;0.196213;0.196212;0.196211;0.196211;0.19621;0.19621;0.196209;0.196208;0.196208;0.196207;0.196207;0.196206;0.196206;0.196205;0.196204;0.196204;0.196203;0.196203;0.196202;0.196201;0.196201;0.1962;0.1962;0.196199;0.196198;0.196198;0.196197;0.196197;0.196196;0.196195;0.196195;0.196194;0.196194;0.196193;0.196192;0.196192;0.196191;0.196191;0.19619;0.196189;0.196189;0.196188;0.196188;0.196187;0.196186;0.196186;0.196185;0.196185;0.196184;0.196183;0.196183;0.196182;0.196182;0.196181;0.19618;0.19618;0.196179;0.196179;0.196178
0.264398;0.264398;0.264397;0.264397;0.264396;0.264396;0.264395;0.264395;0.264395;0.264394;0.264394;0.264393;0.264393;0.264392;0.264392;0.264391;0.264391;0.26439;0.26439;0.264389;0.264389;0.264388;0.264388;0.264387;0.264387;0.264386;0.264386;0.264385;0.264385;0.264385;0.264384;0.264384;0.264383;0.264383;0.264382;0.264382;0.264381;0.264381;0.26438;0.26438;0.264379;0.264379;0.264378;0.264378;0.264377;0.264377;0.264376;0.264376;0.264375;0.264375;0.264374;0.264374;0.264374;0.264373;0.264373;0.264372;0.264372;0.264371;0.264371;0.26437;0.26437;0.264369;0.264369;0.264368;0.264368;0.264367;0.264367;0.264366;0.264366;0.264365;0.264365;0.264364;0.264364;0.264364;0.264363;0.264363;0.264362;0.264362;0.264361;0.264361;0.26436;0.26436;0.264359;0.264359;0.264358;0.264358;0.264357;0.264357;0.264356;0.264356;0.264355;0.264355;0.264354;0.264354;0.264354;0.264353;0.264353;0.264352;0.264352;0.264351;0.264351
0.333489;0.333488;0.333488;0.333488;0.333487;0.333487;0.333487;0.333486;0.333486;0.333486;0.333485;0.333485;0.333485;0.333484;0.333484;0.333484;0.333483;0.333483;0.333483;0.333482;0.333482;0.333482;0.333481;0.333481;0.333481;0.333481;0.33348;0.33348;0.33348;0.333479;0.333479;0.333479;0.333478;0.333478;0.333478;0.333477;0.333477;0.333477;0.333476;0.333476;0.333476;0.333475;0.333475;0.333475;0.333474;0.333474;0.333474;0.333473;0.333473;0.333473;0.333472;0.333472;0.333472;0.333471;0.333471;0.333471;0.33347;0.33347;0.33347;0.333469;0.333469;0.333469;0.333468;0.333468;0.333468;0.333467;0.333467;0.333467;0.333466;0.333466;0.333466;0.333465;0.333465;0.333465;0.333464;0.333464;0.333464;0.333463;0.333463;0.333463;0.333462;0.333462;0.333462;0.333461;0.333461;0.333461;0.333461;0.33346;0.33346;0.33346;0.333459;0.333459;0.333459;0.333458;0.333458;0.333458;0.333457;0.333457;0.333457;0.333456;0.333456
0.403236;0.403236;0.403236;0.403236;0.403236;0.403235;0.403235;0.403235;0.403235;0.403235;0.403235;0.403234;0.403234;0.403234;0.403234;0.403234;0.403233;0.403233;0.403233;0.403233;0.403233;0.403233;0.403232;0.403232;0.403232;0.403232;0.403232;0.403231;0.403231;0.403231;0.403231;0.403231;0.403231;0.40323;0.40323;0.40323;0.40323;0.40323;0.40323;0.403229;0.403229;0.403229;0.403229;0.403229;0.403228;0.403228;0.403228;0.403228;0.403228;0.403228;0.403227;0.403227;0.403227;0.403227;0.403227;0.403226;0.403226;0.403226;0.403226;0.403226;0.403226;0.403225;0.403225;0.403225;0.403225;0.403225;0.403224;0.403224;0.403224;0.403224;0.403224;0.403224;0.403223;0.403223;0.403223;0.403223;0.403223;0.403223;0.403222;0.403222;0.403222;0.403222;0.403222;0.403221;0.403221;0.403221;0.403221;0.403221;0.403221;0.40322;0.40322;0.40322;0.40322;0.40322;0.403219;0.403219;0.403219;0.403219;0.403219;0.403219;0.403218
0.473366;0.473366;0.473366;0.473366;0.473366;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.47336;0.47336;0.47336;0.47336;0.47336;0.47336;0.47336;0.47336;0.47336;0.47336;0.47336;0.47336
0.5436;0.5436;0.5436;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543602;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543605;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606
0.613663;0.613663;0.613663;0.613664;0.613664;0.613664;0.613664;0.613665;0.613665;0.613665;0.613665;0.613665;0.613666;0.613666;0.613666;0.613666;0.613667;0.613667;0.613667;0.613667;0.613668;0.613668;0.613668;0.613668;0.613669;0.613669;0.613669;0.613669;0.61367;0.61367;0.61367;0.61367;0.61367;0.613671;0.613671;0.613671;0.613671;0.613672;0.613672;0.613672;0.613672;0.613673;0.613673;0.613673;0.613673;0.613674;0.613674;0.613674;0.613674;0.613675;0.613675;0.613675;0.613675;0.613675;0.613676;0.613676;0.613676;0.613676;0.613677;0.613677;0.613677;0.613677;0.613678;0.613678;0.613678;0.613678;0.613679;0.613679;0.613679;0.613679;0.61368;0.61368;0.61368;0.61368;0.61368;0.613681;0.613681;0.613681;0.613681;0.613682;0.613682;0.613682;0.613682;0.613683;0.613683;0.613683;0.613683;0.613684;0.613684;0.613684;0.613684;0.613685;0.613685;0.613685;0.613685;0.613685;0.613686;0.613686;0.613686;0.613686;0.613687
