
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.0637772;0.0637755;0.0637738;0.0637722;0.0637705;0.0637688;0.0637671;0.0637655;0.0637638;0.0637621;0.0637604;0.0637587;0.0637571;0.0637554;0.0637537;0.063752;0.0637503;0.0637486;0.0637469;0.0637452;0.0637435;0.0637418;0.0637401;0.0637384;0.0637367;0.063735;0.0637332;0.0637315;0.0637298;0.0637281;0.0637264;0.0637247;0.0637229;0.0637212;0.0637195;0.0637177;0.063716;0.0637143;0.0637125;0.0637108;0.0637091;0.0637073;0.0637056;0.0637038;0.0637021;0.0637003;0.0636986;0.0636968;0.0636951;0.0636933;0.0636915
0.129276;0.129274;0.129273;0.129272;0.12927;0.129269;0.129267;0.129266;0.129264;0.129263;0.129261;0.12926;0.129258;0.129257;0.129255;0.129254;0.129252;0.129251;0.12925;0.129248;0.129247;0.129245;0.129244;0.129242;0.129241;0.129239;0.129238;0.129236;0.129235;0.129233;0.129232;0.12923;0.129229;0.129228;0.129226;0.129225;0.129223;0.129222;0.12922;0.129219;0.129217;0.129216;0.129214;0.129213;0.129211;0.12921;0.129209;0.129207;0.129206;0.129204;0.129203
0.196238;0.196236;0.196235;0.196234;0.196233;0.196232;0.19623;0.196229;0.196228;0.196227;0.196226;0.196224;0.196223;0.196222;0.196221;0.19622;0.196218;0.196217;0.196216;0.196215;0.196213;0.196212;0.196211;0.19621;0.196209;0.196207;0.196206;0.196205;0.196204;0.196203;0.196201;0.1962;0.196199;0.196198;0.196196;0.196195;0.196194;0.196193;0.196192;0.19619;0.196189;0.196188;0.196187;0.196186;0.196184;0.196183;0.196182;0.196181;0.196179;0.196178;0.196177
0.264398;0.264397;0.264396;0.264396;0.264395;0.264394;0.264393;0.264392;0.264391;0.26439;0.264389;0.264388;0.264387;0.264386;0.264385;0.264384;0.264384;0.264383;0.264382;0.264381;0.26438;0.264379;0.264378;0.264377;0.264376;0.264375;0.264374;0.264373;0.264372;0.264371;0.264371;0.26437;0.264369;0.264368;0.264367;0.264366;0.264365;0.264364;0.264363;0.264362;0.264361;0.26436;0.26436;0.264359;0.264358;0.264357;0.264356;0.264355;0.264354;0.264353;0.264352
0.333489;0.333488;0.333487;0.333487;0.333486;0.333485;0.333485;0.333484;0.333483;0.333483;0.333482;0.333481;0.333481;0.33348;0.333479;0.333479;0.333478;0.333477;0.333477;0.333476;0.333476;0.333475;0.333474;0.333474;0.333473;0.333472;0.333472;0.333471;0.33347;0.33347;0.333469;0.333468;0.333468;0.333467;0.333466;0.333466;0.333465;0.333464;0.333464;0.333463;0.333462;0.333462;0.333461;0.33346;0.333459;0.333459;0.333458;0.333457;0.333457;0.333456;0.333455
0.403236;0.403236;0.403235;0.403235;0.403235;0.403234;0.403234;0.403233;0.403233;0.403233;0.403232;0.403232;0.403231;0.403231;0.403231;0.40323;0.40323;0.403229;0.403229;0.403228;0.403228;0.403228;0.403227;0.403227;0.403226;0.403226;0.403226;0.403225;0.403225;0.403224;0.403224;0.403223;0.403223;0.403223;0.403222;0.403222;0.403221;0.403221;0.403221;0.40322;0.40322;0.403219;0.403219;0.403218;0.403218;0.403218;0.403217;0.403217;0.403216;0.403216;0.403215
0.473366;0.473366;0.473366;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473365;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473364;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473363;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473362;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.473361;0.47336;0.47336;0.47336;0.47336
0.5436;0.543601;0.543601;0.543601;0.543601;0.543601;0.543601;0.543602;0.543602;0.543602;0.543602;0.543602;0.543603;0.543603;0.543603;0.543603;0.543603;0.543603;0.543604;0.543604;0.543604;0.543604;0.543604;0.543604;0.543605;0.543605;0.543605;0.543605;0.543605;0.543606;0.543606;0.543606;0.543606;0.543606;0.543606;0.543607;0.543607;0.543607;0.543607;0.543607;0.543608;0.543608;0.543608;0.543608;0.543608;0.543608;0.543609;0.543609;0.543609;0.543609;0.543609
0.613663;0.613663;0.613664;0.613664;0.613665;0.613665;0.613666;0.613666;0.613667;0.613667;0.613668;0.613668;0.613669;0.613669;0.61367;0.61367;0.61367;0.613671;0.613671;0.613672;0.613672;0.613673;0.613673;0.613674;0.613674;0.613675;0.613675;0.613676;0.613676;0.613677;0.613677;0.613678;0.613678;0.613678;0.613679;0.613679;0.61368;0.61368;0.613681;0.613681;0.613681;0.613682;0.613682;0.613683;0.613683;0.613683;0.613684;0.613684;0.613685;0.613685;0.613686
0.683277;0.683277;0.683278;0.683279;0.68328;0.68328;0.683281;0.683282;0.683283;0.683283;0.683284;0.683285;0.683285;0.683286;0.683287;0.683288;0.683288;0.683289;0.68329;0.68329;0.683291;0.683292;0.683293;0.683293;0.683294;0.683295;0.683295;0.683296;0.683297;0.683298;0.683298;0.683299;0.6833;0.6833;0.683301;0.683302;0.683303;0.683303;0.683304;0.683305;0.683305;0.683306;0.683307;0.683308;0.683308;0.683309;0.68331;0.683311;0.683311;0.683312;0.683313
0.752167;0.752168;0.752169;0.75217;0.752171;0.752172;0.752173;0.752174;0.752175;0.752176;0.752177;0.752178;0.752179;0.75218;0.752181;0.752182;0.752183;0.752184;0.752185;0.752186;0.752187;0.752189;0.75219;0.752191;0.752192;0.752193;0.752194;0.752195;0.752196;0.752197;0.752198;0.752198;0.752199;0.7522;0.752201;0.752202;0.752203;0.752204;0.752205;0.752206;0.752207;0.752208;0.752209;0.75221;0.752211;0.752212;0.752213;0.752213;0.752214;0.752215;0.752216
0.820063;0.820064;0.820065;0.820067;0.820068;0.820069;0.82007;0.820072;0.820073;0.820074;0.820075;0.820077;0.820078;0.820079;0.82008;0.820082;0.820083;0.820084;0.820085;0.820087;0.820088;0.820089;0.82009;0.820092;0.820093;0.820094;0.820095;0.820096;0.820098;0.820099;0.8201;0.820101;0.820102;0.820104;0.820105;0.820106;0.820107;0.820108;0.82011;0.820111;0.820112;0.820113;0.820115;0.820116;0.820117;0.820118;0.82012;0.820121;0.820122;0.820123;0.820125
0.886695;0.886697;0.886698;0.886699;0.886701;0.886702;0.886704;0.886705;0.886707;0.886708;0.88671;0.886711;0.886713;0.886714;0.886716;0.886717;0.886719;0.88672;0.886722;0.886723;0.886725;0.886726;0.886728;0.886729;0.886731;0.886732;0.886734;0.886735;0.886737;0.886738;0.88674;0.886741;0.886743;0.886744;0.886746;0.886747;0.886748;0.88675;0.886751;0.886753;0.886754;0.886756;0.886757;0.886759;0.88676;0.886762;0.886763;0.886765;0.886766;0.886768;0.886769
0.951801;0.951803;0.951805;0.951807;0.951808;0.95181;0.951812;0.951814;0.951815;0.951817;0.951819;0.95182;0.951822;0.951824;0.951826;0.951827;0.951829;0.951831;0.951833;0.951834;0.951836;0.951838;0.951839;0.951841;0.951843;0.951845;0.951846;0.951848;0.95185;0.951852;0.951853;0.951855;0.951857;0.951859;0.95186;0.951862;0.951864;0.951866;0.951868;0.951869;0.951871;0.951873;0.951874;0.951876;0.951878;0.95188;0.951881;0.951883;0.951885;0.951887;0.951888
1.01512;1.01513;1.01513;1.01513;1.01513;1.01513;1.01514;1.01514;1.01514;1.01514;1.01515;1.01515;1.01515;1.01515;1.01515;1.01516;1.01516;1.01516;1.01516;1.01516;1.01517;1.01517;1.01517;1.01517;1.01517;1.01518;1.01518;1.01518;1.01518;1.01518;1.01519;1.01519;1.01519;1.01519;1.01519;1.0152;1.0152;1.0152;1.0152;1.0152;1.01521;1.01521;1.01521;1.01521;1.01522;1.01522;1.01522;1.01522;1.01522;1.01523;1.01523
1.07641;1.07642;1.07642;1.07642;1.07642;1.07643;1.07643;1.07643;1.07643;1.07643;1.07644;1.07644;1.07644;1.07644;1.07644;1.07645;1.07645;1.07645;1.07645;1.07646;1.07646;1.07646;1.07646;1.07647;1.07647;1.07647;1.07647;1.07647;1.07648;1.07648;1.07648;1.07648;1.07649;1.07649;1.07649;1.07649;1.07649;1.0765;1.0765;1.0765;1.0765;1.07651;1.07651;1.07651;1.07651;1.07651;1.07652;1.07652;1.07652;1.07652;1.07653
1.13543;1.13543;1.13544;1.13544;1.13544;1.13544;1.13545;1.13545;1.13545;1.13545;1.13546;1.13546;1.13546;1.13546;1.13547;1.13547;1.13547;1.13547;1.13548;1.13548;1.13548;1.13548;1.13549;1.13549;1.13549;1.13549;1.1355;1.1355;1.1355;1.1355;1.13551;1.13551;1.13551;1.13551;1.13552;1.13552;1.13552;1.13552;1.13553;1.13553;1.13553;1.13553;1.13554;1.13554;1.13554;1.13554;1.13555;1.13555;1.13555;1.13555;1.13556
1.19194;1.19194;1.19194;1.19195;1.19195;1.19195;1.19195;1.19196;1.19196;1.19196;1.19196;1.19197;1.19197;1.19197;1.19197;1.19198;1.19198;1.19198;1.19199;1.19199;1.19199;1.19199;1.192;1.192;1.192;1.192;1.19201;1.19201;1.19201;1.19202;1.19202;1.19202;1.19202;1.19203;1.19203;1.19203;1.19204;1.19204;1.19204;1.19204;1.19205;1.19205;1.19205;1.19205;1.19206;1.19206;1.19206;1.19206;1.19207;1.19207;1.19207
1.24571;1.24572;1.24572;1.24572;1.24573;1.24573;1.24573;1.24573;1.24574;1.24574;1.24574;1.24575;1.24575;1.24575;1.24575;1.24576;1.24576;1.24576;1.24577;1.24577;1.24577;1.24577;1.24578;1.24578;1.24578;1.24579;1.24579;1.24579;1.24579;1.2458;1.2458;1.2458;1.24581;1.24581;1.24581;1.24581;1.24582;1.24582;1.24582;1.24583;1.24583;1.24583;1.24583;1.24584;1.24584;1.24584;1.24585;1.24585;1.24585;1.24585;1.24586
1.29655;1.29655;1.29655;1.29656;1.29656;1.29656;1.29657;1.29657;1.29657;1.29658;1.29658;1.29658;1.29659;1.29659;1.29659;1.29659;1.2966;1.2966;1.2966;1.29661;1.29661;1.29661;1.29662;1.29662;1.29662;1.29663;1.29663;1.29663;1.29664;1.29664;1.29664;1.29665;1.29665;1.29665;1.29665;1.29666;1.29666;1.29666;1.29667;1.29667;1.29667;1.29668;1.29668;1.29668;1.29669;1.29669;1.29669;1.2967;1.2967;1.2967;1.2967
1.34424;1.34424;1.34424;1.34425;1.34425;1.34425;1.34426;1.34426;1.34426;1.34427;1.34427;1.34427;1.34428;1.34428;1.34428;1.34429;1.34429;1.34429;1.3443;1.3443;1.3443;1.34431;1.34431;1.34431;1.34432;1.34432;1.34432;1.34433;1.34433;1.34433;1.34434;1.34434;1.34434;1.34435;1.34435;1.34435;1.34436;1.34436;1.34436;1.34437;1.34437;1.34437;1.34438;1.34438;1.34438;1.34439;1.34439;1.34439;1.3444;1.3444;1.3444
1.3886;1.3886;1.3886;1.38861;1.38861;1.38861;1.38862;1.38862;1.38862;1.38863;1.38863;1.38863;1.38864;1.38864;1.38864;1.38865;1.38865;1.38865;1.38866;1.38866;1.38866;1.38867;1.38867;1.38867;1.38868;1.38868;1.38869;1.38869;1.38869;1.3887;1.3887;1.3887;1.38871;1.38871;1.38871;1.38872;1.38872;1.38872;1.38873;1.38873;1.38873;1.38874;1.38874;1.38874;1.38875;1.38875;1.38875;1.38876;1.38876;1.38876;1.38877
1.42945;1.42945;1.42946;1.42946;1.42946;1.42947;1.42947;1.42947;1.42948;1.42948;1.42948;1.42949;1.42949;1.4295;1.4295;1.4295;1.42951;1.42951;1.42951;1.42952;1.42952;1.42952;1.42953;1.42953;1.42954;1.42954;1.42954;1.42955;1.42955;1.42955;1.42956;1.42956;1.42957;1.42957;1.42957;1.42958;1.42958;1.42958;1.42959;1.42959;1.4296;1.4296;1.4296;1.42961;1.42961;1.42961;1.42962;1.42962;1.42962;1.42963;1.42963
1.46663;1.46664;1.46664;1.46664;1.46665;1.46665;1.46665;1.46666;1.46666;1.46667;1.46667;1.46667;1.46668;1.46668;1.46668;1.46669;1.46669;1.4667;1.4667;1.4667;1.46671;1.46671;1.46671;1.46672;1.46672;1.46673;1.46673;1.46673;1.46674;1.46674;1.46674;1.46675;1.46675;1.46676;1.46676;1.46676;1.46677;1.46677;1.46678;1.46678;1.46678;1.46679;1.46679;1.46679;1.4668;1.4668;1.46681;1.46681;1.46681;1.46682;1.46682
1.5;1.5;1.50001;1.50001;1.50002;1.50002;1.50002;1.50003;1.50003;1.50003;1.50004;1.50004;1.50005;1.50005;1.50005;1.50006;1.50006;1.50007;1.50007;1.50007;1.50008;1.50008;1.50009;1.50009;1.50009;1.5001;1.5001;1.50011;1.50011;1.50011;1.50012;1.50012;1.50012;1.50013;1.50013;1.50014;1.50014;1.50014;1.50015;1.50015;1.50015;1.50016;1.50016;1.50017;1.50017;1.50017;1.50018;1.50018;1.50019;1.50019;1.50019
1.52942;1.52943;1.52943;1.52943;1.52944;1.52944;1.52945;1.52945;1.52945;1.52946;1.52946;1.52947;1.52947;1.52947;1.52948;1.52948;1.52949;1.52949;1.52949;1.5295;1.5295;1.52951;1.52951;1.52951;1.52952;1.52952;1.52953;1.52953;1.52953;1.52954;1.52954;1.52955;1.52955;1.52955;1.52956;1.52956;1.52956;1.52957;1.52957;1.52958;1.52958;1.52959;1.52959;1.52959;1.5296;1.5296;1.52961;1.52961;1.52961;1.52962;1.52962
1.55478;1.55479;1.55479;1.55479;1.5548;1.5548;1.55481;1.55481;1.55481;1.55482;1.55482;1.55483;1.55483;1.55483;1.55484;1.55484;1.55485;1.55485;1.55485;1.55486;1.55486;1.55487;1.55487;1.55487;1.55488;1.55488;1.55489;1.55489;1.5549;1.5549;1.5549;1.55491;1.55491;1.55492;1.55492;1.55492;1.55493;1.55493;1.55494;1.55494;1.55494;1.55495;1.55495;1.55496;1.55496;1.55496;1.55497;1.55497;1.55498;1.55498;1.55498
1.57598;1.57598;1.57599;1.57599;1.57599;1.576;1.576;1.57601;1.57601;1.57602;1.57602;1.57602;1.57603;1.57603;1.57604;1.57604;1.57605;1.57605;1.57605;1.57606;1.57606;1.57607;1.57607;1.57608;1.57608;1.57608;1.57609;1.57609;1.5761;1.5761;1.57611;1.57611;1.57611;1.57612;1.57612;1.57613;1.57613;1.57614;1.57614;1.57614;1.57615;1.57615;1.57616;1.57616;1.57617;1.57617;1.57617;1.57618;1.57618;1.57619;1.57619
1.59293;1.59293;1.59294;1.59294;1.59295;1.59295;1.59295;1.59296;1.59296;1.59297;1.59297;1.59298;1.59298;1.59298;1.59299;1.59299;1.593;1.593;1.59301;1.59301;1.59301;1.59302;1.59302;1.59303;1.59303;1.59304;1.59304;1.59304;1.59305;1.59305;1.59306;1.59306;1.59307;1.59307;1.59307;1.59308;1.59308;1.59309;1.59309;1.5931;1.5931;1.59311;1.59311;1.59311;1.59312;1.59312;1.59313;1.59313;1.59314;1.59314;1.59314
1.60557;1.60557;1.60557;1.60558;1.60558;1.60559;1.60559;1.6056;1.6056;1.6056;1.60561;1.60561;1.60562;1.60562;1.60563;1.60563;1.60563;1.60564;1.60564;1.60565;1.60565;1.60566;1.60566;1.60567;1.60567;1.60567;1.60568;1.60568;1.60569;1.60569;1.6057;1.6057;1.6057;1.60571;1.60571;1.60572;1.60572;1.60573;1.60573;1.60573;1.60574;1.60574;1.60575;1.60575;1.60576;1.60576;1.60577;1.60577;1.60577;1.60578;1.60578
1.61384;1.61384;1.61385;1.61385;1.61386;1.61386;1.61387;1.61387;1.61387;1.61388;1.61388;1.61389;1.61389;1.6139;1.6139;1.6139;1.61391;1.61391;1.61392;1.61392;1.61393;1.61393;1.61394;1.61394;1.61394;1.61395;1.61395;1.61396;1.61396;1.61397;1.61397;1.61397;1.61398;1.61398;1.61399;1.61399;1.614;1.614;1.61401;1.61401;1.61401;1.61402;1.61402;1.61403;1.61403;1.61404;1.61404;1.61404;1.61405;1.61405;1.61406
1.61772;1.61772;1.61773;1.61773;1.61773;1.61774;1.61774;1.61775;1.61775;1.61776;1.61776;1.61776;1.61777;1.61777;1.61778;1.61778;1.61779;1.61779;1.6178;1.6178;1.6178;1.61781;1.61781;1.61782;1.61782;1.61783;1.61783;1.61784;1.61784;1.61784;1.61785;1.61785;1.61786;1.61786;1.61787;1.61787;1.61787;1.61788;1.61788;1.61789;1.61789;1.6179;1.6179;1.61791;1.61791;1.61791;1.61792;1.61792;1.61793;1.61793;1.61794
1.61718;1.61719;1.61719;1.6172;1.6172;1.61721;1.61721;1.61721;1.61722;1.61722;1.61723;1.61723;1.61724;1.61724;1.61725;1.61725;1.61725;1.61726;1.61726;1.61727;1.61727;1.61728;1.61728;1.61729;1.61729;1.61729;1.6173;1.6173;1.61731;1.61731;1.61732;1.61732;1.61732;1.61733;1.61733;1.61734;1.61734;1.61735;1.61735;1.61736;1.61736;1.61737;1.61737;1.61737;1.61738;1.61738;1.61739;1.61739;1.6174;1.6174;1.6174
1.61224;1.61225;1.61225;1.61225;1.61226;1.61226;1.61227;1.61227;1.61227;1.61228;1.61228;1.61229;1.61229;1.6123;1.6123;1.6123;1.61231;1.61231;1.61232;1.61232;1.61233;1.61233;1.61233;1.61234;1.61234;1.61235;1.61235;1.61236;1.61236;1.61237;1.61237;1.61237;1.61238;1.61238;1.61239;1.61239;1.61239;1.6124;1.6124;1.61241;1.61241;1.61242;1.61242;1.61242;1.61243;1.61243;1.61244;1.61244;1.61245;1.61245;1.61246
